#Week,#Day,Date,seq,Code,Sub_Course_Name,Title,Description,More_Details (main points),Objective,type,general_type,Original Link (Drive/Dropbox/External),Shorten Link (if need),Display_link (github/Others),Previous Bootcamp Display Links,Phase,Skill,DS_step,Unit
2,2,3/2/2025,4,DS045,Programming Fundamental  using Python,Pandas (Hands-on Session),,"- go through the note book and expain concepts 
join , concat , filter - mask , map , apply , add column , lambda","- Enable students to understand and apply essential data manipulation concepts in Python through hands-on practice, focusing on techniques such as join, concat, filter (mask), map, apply, add column, and lambda functions, to effectively manage and analyze data.",Hands-on_Session,Practical exercise,https://www.dropbox.com/scl/fi/akd2inayi0c5h9e3i29ke/Pandas.ipynb?rlkey=rmsx3ggom4lsw3j1zfog1m6ky&st=9rfchbaz&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-7/blob/main/DS045-Pandas.ipynb,Preparation Phase,"Programming, Data Manipulation and Analysis (working with data)","Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,2,3/2/2025,5,DS041,Programming Fundamental  using Python,Numpy Skills Evaluation,Test Your programming skills,"individual, they should send a screenshot for TAs","- Enable students to evaluate their own Python programming skills through a comprehensive self-assessment, fostering self-awareness of their strengths and areas for improvement, and guiding their future learning paths.",Self Assessment,Assessment,https://www.w3schools.com/python/numpy/exercise.asp,,,https://www.w3schools.com/python/numpy/exercise.asp,Preparation Phase,"Programming, Data Manipulation and Analysis (working with data)","Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,2,3/2/2025,6,DS042,Programming Fundamental  using Python,Numpy - Lab,Provides a controlled environment where students can experiment with advanced data science tools and techniques under the guidance of the instructor or teaching assistants.,"lab 1
lab2","- Introduce the students to the fundamental capabilities of Numpy in Lab 1, focusing on basic array manipulation, mathematical operations, and data handling techniques to lay a strong foundation for more advanced data analysis tasks using Numpy.
",Lab,Practical exercise,https://www.dropbox.com/scl/fo/kvuappmq3o5x1eya43g27/AB3tUQ9yL6KHBYtQ3IhyJWc?rlkey=ejnlu72m88y0u7yt7o846re1a&st=o5dbez8z&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-7/tree/main/Labs,Preparation Phase,"Programming, Data Manipulation and Analysis (working with data)","Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,3,4/2/2025,1,DS043,Programming Fundamental  using Python,Code Challenge,30-minute coding challenge to enhance students' Python programming skills,,"- Reinforce Python Syntax and Basics
- Problem-Solving and Algorithmic Thinking
- Practice with Control Structures
- Enhance Debugging Skills",Penguin Activity,Activity,https://www.hackerrank.com/challenges/floor-ceil-and-rint/problem?isFullScreen=true,https://shorturl.at/zS3za,,https://shorturl.at/zS3za,Preparation Phase,Programming,Step 3: Data Quality Checking and Remediation,Unit 2: Data Analysis Fundamentals
2,3,4/2/2025,2,DS046,Programming Fundamental  using Python,Interactive activity,White Board activity - 4 groups,"- Divide class to 4 groups and each group has a white board, there is a jar full with question , each team take question to write answer on the board , the winner is the team with largest number of correct answers","- Engage students in a collaborative and competitive activity to reinforce their Pandas knowledge and skills 
- Enhancing their understanding and retention of key concepts through teamwork and active participation
- Stimulate students' critical thinking skills
- Develop students' communication skills by encouraging them to articulate their thoughts, ideas, and solutions",Interactive Activity,Activity,https://www.dropbox.com/scl/fi/h5bjl6arafsermcygpn7i/Interactive-Activity_NOT_UPLOADED.paper?rlkey=1b79uxzab7udrf58o61hx9iew&st=1nb870vt&dl=0,,,,Preparation Phase,"Programming, Data Manipulation and Analysis (working with data)","Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,3,4/2/2025,3,DS047,Programming Fundamental  using Python,Pandas - Lab,,,"- Strengthen students understanding and proficiency with the Pandas library in Python by providing a comprehensive assignment that covers data manipulation, analysis, and visualization using real-world datasets.",Lab,Practical exercise,https://www.dropbox.com/scl/fo/3z4jt0tj4ivy0vpqgy1cv/AD1wpS_I3qzH8D4K-zk1fpo?rlkey=3mc9s554hbv7y6zd1208uvugh&st=v7qwn6au&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-8/tree/main/Labs,Preparation Phase,"Programming, Data Manipulation and Analysis (working with data)","Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,4,5/2/2025,1,DS048,Real-World Insights from a Data Science Expert,What data scientists say over world?,Let's spend the next 15 minutes reviewing what data scientists around the world are saying about the field and learning from their insights.,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Boosting Analytical Discussions",Penguin Activity,Activity,https://www.linkedin.com/feed/update/urn:li:activity:7220236768204189697?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7220236768204189697%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29,https://shorturl.at/7jqOt,,https://shorturl.at/7jqOt,Usecases Phase,Data Manipulation and Analysis (working with data),"Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,4,5/2/2025,2,DS049,Data Analysis for Beginners,Exploratory data analysis (EDA),"Dive into the essentials of Exploratory Data Analysis, refining your ability to uncover patterns and insights from raw data through statistical techniques and visualization.","- explain pdf , main concepts (what EDA, EDA output, EDA steps) ","- Understand EDA concepts and techniques.
- Apply descriptive statistics for data summary.
- Utilize visualization tools for data exploration.
- Formulate hypotheses from data insights.",Main_session,Session,"https://www.dropbox.com/scl/fi/91ab5png9rjufgj3iz2il/3-EDA-Data-Quality-Check-1.paper?rlkey=l433vaxzrc01470wjjtg9p2ie&st=h77x5tit&dl=0

https://www.dropbox.com/scl/fi/ysdgge2qn9omtsw5ih20z/3-Exploratory-Data-Analysis-EDA-2.paper?rlkey=u6tvtb0wz7odxrpkqdpszqsro&st=pzpdgleb&dl=0",,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-9,Usecases Phase,Data Manipulation and Analysis (working with data),"Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,4,5/2/2025,3,DS050,Data Analysis for Beginners,Usecases Concepts,Every data project serves as a use case to address problems and answer essential questions through the analysis of data,"- explaine usecase concept
- go though usecase1 card",- Explaining the Use case concept,Side_session,Session,https://www.dropbox.com/scl/fo/r605dk08hjcob8xmkzyir/AIcGKVxIUYcABoHP_ZJnOd8?rlkey=1loz5dnr1kgaggi3pafve7mt3&st=yxi18kkd&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-1/blob/main/Usecase_1.pdf,Usecases Phase,Data Manipulation and Analysis (working with data),"Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,4,5/2/2025,4,DS051,Data Analysis for Beginners,Usecase 1 ,Conduct hands-on EDA (Data Profiling and Cleaning) with real datasets,"- go through data profiling
- show how 7 dim (do check in profiling and then go to cleaning to correct errors)","- Provide students with practical experience in exploratory data analysis (EDA) by performing univariate non-graphical analysis and detecting and cleaning outliers using real Riyadh marathon datasets, enhancing their ability to extract meaningful insights and prepare data for further analysis.",Usecase,Usecases,https://www.dropbox.com/scl/fo/r605dk08hjcob8xmkzyir/AIcGKVxIUYcABoHP_ZJnOd8?rlkey=1loz5dnr1kgaggi3pafve7mt3&st=yxi18kkd&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-1/blob/main/Usecase_1.pdf,Usecases Phase,Data Manipulation and Analysis (working with data),"Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,4,5/2/2025,5,DS053,Data Analysis for Beginners,Usecase 2 - Lab,Implement the EDA (Data Profiling and Cleaning) process on a real-world use case,,"- familiarize students with data profiling, cleaning, and initial exploration techniques using world happiness score dataset to derive insights and prepare data for further analysis.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/2zqrhizkt43gd59094yql/AEuzlux0E1r1V5RorkBBW3M?rlkey=q2c715gcrr588c3rzwdzz5mxu&st=oybopn1g&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-2,Usecases Phase,Data Manipulation and Analysis (working with data),"Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,5,6/2/2025,1,DS054,Real-World Insights from a Data Science Expert,What data scientists say over world?,Let's spend the next 15 minutes reviewing what data scientists around the world are saying about the field and learning from their insights.,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Boosting Analytical Discussions",Penguin Activity,Activity,https://www.linkedin.com/feed/update/urn:li:activity:7161405824509132800/?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7161405824509132800%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29,,,https://shorturl.at/IO6YY,Usecases Phase,Data Science Methodology & Literacy,Step 4: Exploratory Data Analysis,Unit 2: Data Analysis Fundamentals
2,5,6/2/2025,2,DS053,Data Analysis for Beginners,Usecase 2 - Lab,15 minutes allocated to address questions from students experiencing difficulties with their lab assignments,,"- Provide targeted assistance to students facing challenges with their lab assignment within a 15-minute session, aiming to clarify concepts, resolve specific issues, and ensure students can progress effectively with their coursework.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/2zqrhizkt43gd59094yql/AEuzlux0E1r1V5RorkBBW3M?rlkey=q2c715gcrr588c3rzwdzz5mxu&st=oybopn1g&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-2,Usecases Phase,Data Manipulation and Analysis (working with data),"Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,5,6/2/2025,3,DS051,Data Analysis for Beginners,Usecase 1 ,Conduct hands-on EDA (Univariate Graphical Analysis) with real datasets,,"- Provide students with practical experience in exploratory data analysis (EDA) by performing univariate non-graphical analysis and detecting and cleaning outliers using real Riyadh marathon datasets, enhancing their ability to extract meaningful insights and prepare data for further analysis.",Usecase,Usecases,https://www.dropbox.com/scl/fo/r605dk08hjcob8xmkzyir/AIcGKVxIUYcABoHP_ZJnOd8?rlkey=1loz5dnr1kgaggi3pafve7mt3&st=yxi18kkd&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-1/blob/main/Usecase_1.pdf,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)","Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
2,5,6/2/2025,4,DS052,Data Analysis for Beginners,Interactive activity,White Board activity - 4 groups,,"- Engage students in a collaborative and competitive activity to reinforce their Pandas knowledge and skills 
- Enhancing their understanding and retention of key concepts through teamwork and active participation 
- Stimulate students' critical thinking skills 
- Develop students' communication skills by encouraging them to articulate their thoughts, ideas, and solutions",Interactive Activity,Activity,https://www.dropbox.com/scl/fi/67ccbvu4r4p1g6irw033p/5-Interactive-activity-_NOTUPLOADED.paper?rlkey=vsg9k99mfu6p2j1mu9269cxm7&st=3qc5i02f&dl=0,,,,Usecases Phase,Data Manipulation and Analysis (working with data),"Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis",Unit 2: Data Analysis Fundamentals
2,5,6/2/2025,5,DS057,Data Analysis for Beginners,Usecase 3 - Project 2 ,Introduction to a project that applies the EDA (Data Profiling and Cleaning) process on a real-world use case.,,"- conduct EDA on a dataset that ranks universities worldwide. Through this analysis, we aim to gain insights into the factors that contribute to university rankings, understand the distribution of rankings across different regions and countries, and identify any patterns or trends that may influence these rankings.",Usecase - Project,Usecases,https://www.dropbox.com/scl/fo/ux7m9ed5zz20tgg4oypf8/AIpgd1i9UQsD0SFvXrskK8c?rlkey=xweqn3apffipbnf1fd9bpnj9n&st=06q39z4l&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-3-Project-2/blob/main/Usecase_3_-_(Project_2).pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
2,5,6/2/2025,6,DS058,Data Analysis for Beginners,Week Activity,"Review the week's content, reinforcing understanding through interactive activity while encouraging teamwork and identifying areas for further review.",,"- Review the week's content, reinforcing understanding through interactive activity while encouraging teamwork and identifying areas for further review.",Week Activity,Activity,https://www.dropbox.com/home/Esraa%20Madhi/DataScience%20%26%20MachineLearning%20Bootcamp%202024%20-%20Content/Week2/Theory?di=left_nav_browse&preview=DS058-Week+Activity+-+Numpy%2C+Pandas+%26+EDA.pdf,,,Kahoot.it,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,1,9/2/2025,1,,Programming Fundamental  using Python,Code Challenge,30-minute coding challenge to enhance students' Python programming skills,Group teams,"- Reinforce Python Syntax and Basics
- Problem-Solving and Algorithmic Thinking
- Practice with Control Structures
- Enhance Debugging Skills
- Boosting Collaborative Learning
",Penguin Activity,Activity,https://www.hackerrank.com/challenges/re-sub-regex-substitution/problem?isFullScreen=true,https://shorturl.at/iFvEY,,https://shorturl.at/iFvEY,Usecases Phase,Programming,Step 3: Data Quality Checking and Remediation,Unit 2: Data Analysis Fundamentals
3,1,9/2/2025,2,DS031,Engagement Content,Week Champion Announcement,,,"- Encourage students to write clean, efficient, and well-documented code
- Encourage students to help each other
- Inspire students to continuously improve their skills and knowledge
- Create an environment where students feel supported and encouraged to seek help and offer assistance
- Instill the value of healthy competition where students strive to do their best while maintaining respect and support for their peers.",Side_session,Session,https://datascienceroadmap-tuwaiq-academy.streamlit.app/Champion_Of_The_Week,,,https://datascienceroadmap-tuwaiq-academy.streamlit.app/Champion_Of_The_Week,Usecases Phase,-,-,Unit 2: Data Analysis Fundamentals
3,1,9/2/2025,3,DS053,Data Analysis for Beginners,Usecase 2 - Lab,15 minutes allocated to address questions from students experiencing difficulties with their lab assignments,,"- Provide targeted assistance to students facing challenges with their lab assignment within a 15-minute session, aiming to clarify concepts, resolve specific issues, and ensure students can progress effectively with their coursework.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/2zqrhizkt43gd59094yql/AEuzlux0E1r1V5RorkBBW3M?rlkey=q2c715gcrr588c3rzwdzz5mxu&st=oybopn1g&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-2,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)","Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,1,9/2/2025,4,DS060,Data Analysis for Beginners,Data Visualisation ,Explore the various types of data visualization charts and how to effectively use them to communicate information clearly and efficiently.,"- when reach part of 7th dimention (Accurecy) after finishing cleaning typs, the part of detecting outliers , we should stop to take the basic chart first
- here you should say that with accurcy , will go through 3 steps : profiling -> cleaning -> univariate analysis
- just explain the first section in the pdf ( chat type)
- go to section (univariate analysis) and do some charts , dont explain any thing about univariate analysis","- Grasp the significance of data visualization.
- Recognize different chart types and their specific uses.
- Choose the most suitable chart for a given dataset.",Main_session,Session,https://www.dropbox.com/scl/fi/11ddwijfe6we22j6kkx4c/3-Data-Visualization-1.paper?rlkey=mdd7ye46r30k63nc0dfvdovcp&st=dtvesuae&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-11/blob/main/DS060-Data_Visualization_1.pdf,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)","Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,1,9/2/2025,5,DS051,Intro to Statistics,Usecase 1 ,Conduct hands-on EDA (Univariate Non Graphical Analysis + Detecting & cleaning outliers) with real datasets,,"- Provide students with practical experience in exploratory data analysis (EDA) by performing univariate non-graphical analysis and detecting and cleaning outliers using real Riyadh marathon datasets, enhancing their ability to extract meaningful insights and prepare data for further analysis.",Usecase,Usecases,https://www.dropbox.com/scl/fo/r605dk08hjcob8xmkzyir/AIcGKVxIUYcABoHP_ZJnOd8?rlkey=1loz5dnr1kgaggi3pafve7mt3&st=yxi18kkd&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-1/blob/main/Usecase_1.pdf,Usecases Phase,"Statistics, Data Manipulation and Analysis (working with data)",Step 4: Exploratory Data Analysis,Unit 2: Data Analysis Fundamentals
3,1,9/2/2025,6,DS061,Data Analysis for Beginners,Interactive activity,,,"- Engage students in a collaborative and competitive activity to reinforce their Pandas knowledge and skills 
- Enhancing their understanding and retention of key concepts through teamwork and active participation 
- Stimulate students' critical thinking skills 
- Develop students' communication skills by encouraging them to articulate their thoughts, ideas, and solutions",Interactive Activity,Activity,https://www.dropbox.com/scl/fi/rbojfeyypn0dvqriqwzdz/DS061-EDA-Interactive-activity-NOTUPLOADED.paper?rlkey=268ge5k7m0x5vauohzeiyaj1a&st=i5u96njh&dl=0,,,,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)","Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,2,10/2/2025,1,DS062,Intro to Statistics,Statistics Fundamental for Analysts.,Learn the foundational principles of statistics,"- still for accurecy we need some stats, go through stat 1 pdf and stats 3 pdf on the board, then link it with outlier concept 
- when finish expain on board , go. through univariate analysis in the notebook and visulize every thing and get stats insights and ooutlier insights
- go back to outlier section in accurecy and explain the methods and show th code but dont delete outlier ","- Understand the basic concepts of descriptive and inferential statistics.
- Learn to organize and summarize data through charts, graphs, and measures of central tendency.",Main_session,Session,"https://www.dropbox.com/scl/fi/pj1sedpb11puzjs9w3tv0/3-Statistics-1.paper?rlkey=brvgr7kvkwe1jjzs7wtf9yplz&st=qoaw2v4l&dl=0

https://www.dropbox.com/scl/fi/uh8er3trtgqkk746sn5g0/3-Statistics-3.paper?rlkey=r4jlg6ots1pgjd0v7nx1ewn3x&st=e10l35gz&dl=0
",,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-12,Usecases Phase,"Statistics, Data Manipulation and Analysis (working with data)",Step 4: Exploratory Data Analysis,Unit 2: Data Analysis Fundamentals
3,2,10/2/2025,2,DS051,Data Analysis for Beginners,Usecase 1 ,Conduct hands-on EDA (Multivariate Analysis) with real datasets,Statistics 2+ ,"- Conduct a comprehensive multivariate analysis on a real-world dataset. This session will focus on exploring relationships between multiple variables, identifying patterns, and deriving statistical insights to understand the dataset more deeply.",Usecase,Usecases,https://www.dropbox.com/scl/fo/r605dk08hjcob8xmkzyir/AIcGKVxIUYcABoHP_ZJnOd8?rlkey=1loz5dnr1kgaggi3pafve7mt3&st=yxi18kkd&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-1/blob/main/Usecase_1.pdf,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)",Step 4: Exploratory Data Analysis,Unit 2: Data Analysis Fundamentals
3,2,10/2/2025,3,DS053,Data Analysis for Beginners,Usecase 2 - Lab,15 minutes allocated to address questions from students experiencing difficulties with their lab assignments,,"- Provide targeted assistance to students facing challenges with their lab assignment within a 15-minute session, aiming to clarify concepts, resolve specific issues, and ensure students can progress effectively with their coursework.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/2zqrhizkt43gd59094yql/AEuzlux0E1r1V5RorkBBW3M?rlkey=q2c715gcrr588c3rzwdzz5mxu&st=oybopn1g&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-2,Usecases Phase,"Statistics, Data Manipulation and Analysis (working with data)",Step 4: Exploratory Data Analysis,Unit 2: Data Analysis Fundamentals
3,2,10/2/2025,4,DS063,Data Analysis for Beginners,Interactive activity,,,"- Engage students in a collaborative and competitive activity to reinforce their Pandas knowledge and skills 
- Enhancing their understanding and retention of key concepts through teamwork and active participation 
- Stimulate students' critical thinking skills 
- Develop students' communication skills by encouraging them to articulate their thoughts, ideas, and solutions",Interactive Activity,Activity,https://www.dropbox.com/scl/fi/yoifk5qrzhf8dabb6mecm/DS063-Statistics-Interactive-activity-NOTUPLOADED.paper?rlkey=wbyd5yxmgf37cwymi90o39dfn&st=qiun1hhb&dl=0,,,,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)","Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,3,11/2/2025,1,DS064,Data Analysis for Beginners,Multivariate Analysis,Dive into the complexities of examining patterns and relationships in data involving multiple variables through multivariate analysis techniques.,"- go through stats 2 pdf 
- go through multivariate section on notebook
- answer usecase questions",- Understand the fundamental principles and methods used in multivariate statistical analysis.,Main_session,Session,"https://www.dropbox.com/scl/fi/48h7yn9zp1i09nae84rrs/3-Statistics-2.paper?rlkey=cefz5njoq4vbdqn0jzz0bx5a3&st=a6an69z2&dl=0

https://www.dropbox.com/scl/fi/v97i74ay6gttjqzas2dg1/3-Statistics-4.paper?rlkey=hl0v4l2dy1y4v362c12b1utqj&st=avty15g7&dl=0",,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-13,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)",Step 4: Exploratory Data Analysis,Unit 2: Data Analysis Fundamentals
3,3,11/2/2025,2,DS051,Data Analysis for Beginners,Usecase 1 ,Conduct hands-on EDA (Multivariate Analysis) with real datasets,Statistics 2+ ,"- Conduct a comprehensive multivariate analysis on a real-world dataset. This session will focus on exploring relationships between multiple variables, identifying patterns, and deriving statistical insights to understand the dataset more deeply.",Usecase,Usecases,https://www.dropbox.com/scl/fo/r605dk08hjcob8xmkzyir/AIcGKVxIUYcABoHP_ZJnOd8?rlkey=1loz5dnr1kgaggi3pafve7mt3&st=yxi18kkd&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-1/blob/main/Usecase_1.pdf,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)",Step 4: Exploratory Data Analysis,Unit 2: Data Analysis Fundamentals
3,3,11/2/2025,3,DS053,Data Analysis for Beginners,Usecase 2 - Lab,15 minutes allocated to address questions from students experiencing difficulties with their lab assignments,,"- Provide targeted assistance to students facing challenges with their lab assignment within a 15-minute session, aiming to clarify concepts, resolve specific issues, and ensure students can progress effectively with their coursework.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/2zqrhizkt43gd59094yql/AEuzlux0E1r1V5RorkBBW3M?rlkey=q2c715gcrr588c3rzwdzz5mxu&st=oybopn1g&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-2,Usecases Phase,"Statistics, Data Manipulation and Analysis (working with data)",Step 4: Exploratory Data Analysis,Unit 2: Data Analysis Fundamentals
3,3,11/2/2025,4,DS057,Data Analysis for Beginners,Usecase 3 - Project 2,Project Review: Each team will present for 10 minutes.,"Each presentation would be evaluate on the following:
1- teamwork , leader affect
2- Showing material ( readme or presentation, graph quality)
3- presentation begining (team + problem + objective + intro)
4- presentation middle ( datastory telling + Quailty of insights + problem solving mind)
5- presentation end (Answer question + recommendation)
(there is a sheet in TA work)","- Provide students with the opportunity to practice and improve their public speaking and presentation skills
- Require students to think critically about their project, including its goals, methodology, results, and significance
- Allow students to learn from each other’s projects, gaining insights into different approaches, challenges, and solutions
- Give students a platform to showcase their hard work, progress, and achievements
- Promote teamwork and collaboration
- Teach students the importance of time management
- nstill a sense of professionalism, as students must present their work in a clear, organized, and professional manner",Usecase - Project,Usecases,https://www.dropbox.com/scl/fo/ux7m9ed5zz20tgg4oypf8/AIpgd1i9UQsD0SFvXrskK8c?rlkey=xweqn3apffipbnf1fd9bpnj9n&st=06q39z4l&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-3-Project-2,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,4,12/2/2025,1,DS034,Data Analysis for Beginners,Team work assissment,Coonduct a survey to evaluate the collaboration within teams during the project and whether team members met each other expectations,,TBD,Self Assessment,Assessment,https://forms.gle/kWNXqd5wyL3kyjiG8,,,https://forms.gle/kWNXqd5wyL3kyjiG8,Usecases Phase,Soft Skills,- ,Unit 2: Data Analysis Fundamentals
3,4,12/2/2025,2,DS065,Data Analysis for Beginners,Advanced tools for EDA,Explore some advanced tools to perform EDA on dataset,"- Go through the pdf 
- introduce uc 4 and select groups
- work time
- present 10 mins for each group
- do evaluation",- familiarize participants with advanced tools and techniques for EDA through hands-on exploration of a used cars dataset. Participants will gain proficiency in utilizing specialized libraries and methods to uncover deeper insights into the dataset's characteristics and variables.,Main_session,Session,https://www.dropbox.com/scl/fi/ggu28ualyofrs6vmoyxiy/2-Advanced-EDA.paper?rlkey=cy23o7je5ykfmkj4pizn17zuu&st=onvjpp3o&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-14/blob/main/DS065-Advanced_EDA.pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,4,12/2/2025,2,DS066,Data Analysis for Beginners,Usecase Day - Usecase 4,"Spend the entire day working in groups to perform advanced exploratory data analysis on actual datasets, followed by group presentations.","Evaluation will be conducted by the students themselves using a voting form based on the following criteria:

Time management
Quality of insights
Teamwork
Utilization of one or more tools
Perform All EDA steps
https://docs.google.com/forms/d/1v7wALhPqTTNtkqko3-dxzxHxBhxX8dZbi9s1CNqnBzQ/edit?ts=6641b9e3",,Usecase,Usecases,https://www.dropbox.com/scl/fo/d26r73a9f57y07ksy8sqy/ACUPElDZ3-xaIatv1UH_9IE?rlkey=kq7r270klu5yn1r0p61iqeqbp&st=eqnxfl18&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4.pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement,  Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,4,12/2/2025,3,DS067,Data Analysis for Beginners,Usecase 5 - Lab,Use Advanced tool for performing EDA (Data Profiling and Cleaning) process on a real-world use case,,"- Use advanced tools to perform Exploratory Data Analysis (EDA), including data profiling, cleaning and data visualization, on a dataset of Saudi job postings.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/mhir7to9uekdi8am6nc6a/ADT-nP4VhZCrqJPqbAYQMKI?rlkey=5qs8u7sulpwnaipnryz6mj49d&st=11jl3x6r&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-5/blob/main/Usecase_5_(Lab).pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement,  Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
